User amount,Iteration 1,Iteration 2,Iteration 3,Iteration 4,Iteration 5,Iteration 6,Iteration 7,Iteration 8,Iteration 9,Iteration 10
10.0,10.15442563315505,10.701332360599693,11.096357448144207,10.648595935720142,10.845735432216959,9.848843949541523,11.184589490769909,10.076095112357079,10.800540808101864,8.862667272947606
20.0,20.787474505766713,21.28673863862844,22.403414144334135,21.349067562901244,21.69462120307866,17.96735221284786,22.405395663621917,20.590265925473417,22.168990394104174,19.82081292556391
30.0,28.951931773029834,27.091850744840393,26.734036474154554,33.19782286633222,27.258135634312765,33.063904234099425,33.01885731822571,31.62888866453728,27.435511187465497,28.186742381701023
40.0,35.537471425840586,40.579052289445954,42.607550983979394,43.58879553182651,40.10029980590352,43.42629459171982,44.304251550375476,42.11688615070598,42.10733489678597,38.32493774313688
50.0,53.75205102753815,52.20464082621176,53.08668158653589,54.458598074063204,52.028400972084874,45.7183164175766,47.80677809298662,51.2917419140744,47.462935001773694,50.07326415977955
60.0,60.305862812548554,53.41956414412515,56.47310694518456,66.07943930105553,57.612455719952685,57.83565748858063,52.91991091194666,65.78851804274241,55.9317446997636,65.57643749494943
70.0,78.0570247426927,72.15949667887602,65.01175787543445,72.31478934207249,69.59409369215172,77.12751483155962,64.90072939227724,73.74712489071713,63.47679977565967,78.53267020321735
80.0,89.38524663259219,89.22312964758032,84.05946103586061,70.04671388510742,70.0626682328492,75.634694414891,88.63756262034583,84.73927536868969,73.03573778155805,71.52488460750011
90.0,81.7914859073159,80.54336441170683,87.954040570464,86.98597857168953,91.44404734498005,85.68583250509363,83.1448332031222,98.5016078233832,90.69920023960124,83.08199126297892
100.0,100.29578665431401,105.24041417288805,111.41764484871885,107.10960472472789,91.25785269202379,87.81355813229298,93.71156604931525,98.23371201243599,88.17671576865446,98.5785219549013
110.0,110.17034263907728,96.31519048586182,116.91626723175787,122.55118525400923,105.03967914715439,99.78404363688595,96.89602094383065,121.20014998963887,100.59512134983228,97.23703681470519
