User amount,Iteration 1,Iteration 2,Iteration 3,Iteration 4,Iteration 5,Iteration 6,Iteration 7,Iteration 8,Iteration 9,Iteration 10
10.0,16.201438454600762,13.564326393558723,14.849780870256332,14.126434901384465,15.394109683064396,15.429997769232832,15.434072194897647,14.121172059978665,13.851168253761323,13.512058190580714
20.0,38.8344256591447,37.573547817232765,42.71834667524527,37.4768587205561,36.89206975173937,37.657021852354134,36.36149712113328,38.611730431645576,42.02494014221339,38.37573449537657
30.0,61.98590816043446,70.80989890273906,64.55435456292184,73.04371164031525,67.51910120196345,70.5083977726346,66.43478671648103,69.20851142889961,69.64237805570559,62.96715838527506
40.0,94.13196628202547,86.80100882999898,102.30704372554061,89.022175257737,91.08679168016187,102.33154667762314,88.24880845694628,94.83131767494856,92.15741003753821,92.59810195681851
50.0,137.93263302772732,136.1165192561973,119.7384438006226,139.03860883839477,130.7988024055129,127.83804873008995,117.19204856431419,129.09282197908698,122.5358926632892,118.28883385001441
60.0,159.22567679251392,145.57746637175998,169.76888656547806,162.46420506113986,174.14880795658468,144.10374962630857,162.00530408010863,150.34928122349007,154.32695667147675,148.06956727118668
70.0,193.249134190905,185.14501637092985,180.8271911299563,195.4951274691088,185.07401257691498,178.38332620615404,199.95734867109252,198.581902648503,194.06635216227096,181.84495958500156
80.0,236.3099315341048,224.8777871097888,230.97232873689742,231.51509154494892,219.75117373272252,249.67193479409684,242.52413611422043,214.9089216207034,211.32389251801794,218.11544549209978
90.0,247.09153412386416,260.7419316815843,278.74620806976594,284.38977492276814,242.80251456097562,260.43483067985414,241.01244169993632,263.59950942887525,250.82055521236313,238.49474350195186
100.0,308.5497865424368,302.50356678641145,324.105443926098,280.90430096979713,299.64572719976945,315.92704984634605,292.0027947053497,305.10419373408945,307.48277187250164,274.6566408180106
110.0,355.0169802459542,325.09001393202067,334.08371863041293,321.03777397908647,341.0411488663088,328.8460962422886,348.2553059676237,343.9546062489575,366.5854149437263,330.57374598397377
120.0,352.2970320270685,351.7850780280522,386.92740008147587,404.65095259586695,358.13558670254315,344.5013808799538,361.00786023940884,391.6014188583023,368.994588594045,389.2263267712774
130.0,424.00528347592865,430.85130197161664,389.8977545335245,394.054458121522,410.11389780584557,445.768693160339,376.21449070994856,401.65922298095893,410.87010603818715,388.2134307892745
140.0,460.10354688789556,437.11785907671566,426.40807477043063,431.6237026975104,494.84613636353663,462.8895756548802,472.5056816270757,458.67285438955344,448.5062456500911,408.21506937348704
150.0,442.0088135947078,441.6895448417323,476.51300928079087,515.4671852339507,455.1609027358732,525.1501375973141,509.79093248381383,460.2829109755917,443.2867715876721,518.3339369273033
160.0,523.740976830725,527.9299628188218,547.9720538904139,533.960617323002,505.5402261171583,495.54221964956923,525.7498264252772,482.8166233480807,554.8369313391606,540.4131269705407
170.0,599.7993867754062,531.9847629204086,570.5369362220183,529.089482193971,514.2089386111896,622.2847259537866,539.1658622321632,557.8186482333998,527.2655561253591,616.7703164236774
180.0,624.5239421034639,643.2458905018616,643.4807112719016,616.9851729378565,609.4406127574044,588.7591258059946,588.2339367371865,651.193087290994,659.2123564532272,629.0500203790946
190.0,600.9761248254092,710.8447460340874,602.6584175891264,656.1724982197212,609.7976796480455,669.6436460197492,680.0898080593869,689.835023804294,676.5012318326,697.5453090636215
200.0,680.8997453609073,746.8361398282156,701.8633366767477,699.9249497485158,649.3207160890908,647.5912573751848,722.7235931924645,685.5429226823717,635.9657809935129,757.826317711518
210.0,665.8064591251355,793.6339579302189,713.093843384548,712.5920523027498,800.3617660853793,799.9236246218104,799.4680177288246,737.9643749707861,775.7689176972458,736.047254082327
220.0,787.5382522541167,799.9379975290079,756.8624302690988,818.0587824379376,712.4686151516499,701.0081824915287,829.1170626224771,820.2876255598544,735.2563466326008,724.4693812225962
230.0,768.6957499057278,840.2899858291776,840.9639814654569,814.1295963056567,850.8543121642132,802.0758252919949,808.3882736946659,889.5820015400232,778.5721185406721,832.3947474120639
240.0,786.8576635214006,908.6176971956143,895.5807791096422,871.6246331173675,833.3047296665048,906.3492527572831,785.9205146946078,797.7519867337296,782.932011864689,782.6660261122638
250.0,944.0910541892779,886.134121951958,893.0851189193326,925.7538822540066,927.7623430150056,824.685002034608,927.6183636381741,896.1898867526987,888.0658081989221,980.3841439377984
260.0,1006.170057031251,956.3013054382398,973.9132039317852,938.2847646761393,992.8212894764079,885.114302078009,882.0243685725586,925.5430595444857,1007.0471698674428,905.4671212857631
270.0,1043.4388965934795,1001.9979822576596,920.8039712084833,995.7481068290392,921.4097851401639,1060.491936851034,965.4538554787374,1078.8058154256155,1048.8454237985104,1004.2754842479699
280.0,927.6505116529823,981.5170007563828,1006.3621735597125,1114.7789812879162,988.5386087660909,1035.5002436231282,1039.6802207225264,926.6407786555567,1090.4507967022282,1088.3543712556143
290.0,1150.6497081684734,984.1971996481054,1097.79002327103,991.8510913261362,1145.072086324091,1141.6606218554475,1072.7471701811933,1149.0169550057863,1059.401192286123,1027.5059576282138
300.0,1032.4580689135887,1216.1948267628993,1109.2706583907066,1164.4592601927911,1082.9759718241394,1056.0732951340865,1101.4109243132455,1164.612496733253,1069.279898136423,1143.677780709373
310.0,1138.0120143390752,1204.577516752203,1203.8654635963258,1066.1738145820646,1210.6977169713846,1216.915319627966,1264.2861896301692,1108.1145662148656,1127.1433001154496,1073.287922572118
320.0,1266.5776292307655,1160.1241292093043,1186.513356377168,1246.2336613474629,1249.3666209946214,1083.8518470814056,1317.5372054602276,1305.7624318549142,1280.4735490420512,1210.1199593890701
330.0,1237.1970771283686,1366.0009172643836,1282.7532332193286,1333.4414189398583,1144.9089555782975,1240.4141426188464,1152.1353642773506,1275.4539000009684,1163.9201077245154,1261.282931812918
340.0,1293.5021139977982,1383.277779633895,1311.471999462439,1293.5997076860235,1243.093013795383,1392.6817928928353,1409.8805697742891,1277.207036316945,1297.6226548379518,1219.6626073815028
350.0,1462.9946312760974,1215.3834703058933,1288.4839869011907,1400.9484799538786,1323.3342745330756,1406.8594049595035,1395.4128343203342,1208.0341817086905,1285.3914123018785,1352.1346100840283
360.0,1356.9640352467272,1347.2530693205451,1283.9938032932864,1429.6410805906535,1412.3610701477269,1262.4363295022329,1428.0303730134706,1350.451665400968,1342.0686753642983,1485.8839562076928
370.0,1383.627083397334,1367.33740101362,1375.124020256209,1409.3841373105406,1562.9415520736184,1433.3818333160743,1518.053785751887,1432.5307526174813,1492.0876812195056,1344.2437181686237
380.0,1451.7827951853037,1347.3903605716387,1600.3133988947711,1375.4605961718855,1520.0880800166597,1451.0238675174865,1427.7669972509948,1457.7511312915535,1548.3865522563783,1418.1337004340062
390.0,1477.362837649009,1533.6684412528573,1401.2521913353537,1561.5777652630516,1547.5553628383313,1492.6528250368556,1413.5201333879254,1459.4731431897278,1527.5012396256207,1410.3981818323534
400.0,1514.1953753214304,1430.820410088918,1510.4003156072956,1715.8539030460147,1497.858291407065,1541.547872937274,1664.9098651506438,1552.6463832830548,1453.9834510860874,1509.577380796513
410.0,1585.011720274706,1655.568080233148,1742.2219467079426,1699.2265572766232,1727.6358552497095,1476.0211058895015,1467.145107157337,1545.733186597343,1594.419374086861,1531.6196814473064
420.0,1644.1663103037336,1616.435199490587,1778.1144606891842,1614.7829381311788,1620.096918019717,1797.9401334873767,1601.4824358043538,1803.2541763601407,1783.9081336895983,1705.1163071402461
430.0,1534.4063512466773,1855.9797140493033,1553.0713691089584,1688.4637361689838,1645.3008729217945,1637.357494066717,1589.0121228346475,1663.7872696991567,1594.9442902904984,1531.8978458320598
440.0,1836.1210928307455,1675.9456291143515,1852.73886731203,1885.139253656654,1759.0323124846661,1724.5561283563584,1902.7918637588996,1579.347469536423,1658.344518729961,1628.5148149277895
450.0,1942.3010256025536,1614.3814490201207,1673.2873189344596,1674.158495135342,1842.0112984869284,1800.0100609455417,1933.901607144047,1782.899654147487,1742.562145238366,1707.1164846444171
460.0,1818.1107304862787,1833.6121277261552,1877.831386801551,1815.0593916094126,2018.8320289323342,1730.4577021037708,1678.0468288995025,2004.644179971054,1847.466567249009,1874.1654046876874
470.0,1725.3044215300195,1915.5365388739842,2055.5850444438465,1880.08308758678,1848.9132117413758,1967.780234864747,1740.6508647816831,1893.7430111164458,1898.7510373614487,1925.7334718700993
480.0,2029.4512628972159,1922.5976149483463,1987.2517937785124,1992.6861059834669,2040.1947638241168,1915.0984032282968,2039.2837359421317,2001.2575034368097,1750.175591823853,2082.3559595263605
490.0,2150.2345794763646,2012.0273816832482,1821.4871774381104,2151.9870101005336,1971.0181446761878,1860.0817348990122,2017.4156957708394,1959.9117239049701,2060.7504844203136,2057.427315743519
500.0,1879.2628622460475,2064.0963761718413,1890.4544425781446,2041.3675160709522,2060.5263261481396,2128.5330600767,2156.0100938052065,1843.54508387531,2007.8559917105806,1958.3772852748048
510.0,2036.2511392385604,2012.7363016618945,2178.6946979041945,2129.44161136102,1919.0953044451385,2119.314622439504,2215.468391002065,1971.343528950738,2091.4681682474893,2130.965401851517
520.0,2304.816483200477,2173.515404372326,2278.5540807227417,2272.8446750238136,2169.5515421229316,2313.17260194268,2055.06012377952,2018.115334173289,1913.0033988873406,2300.779829679304
530.0,2302.962528890548,2251.398662023632,2072.6821825688303,2022.3950437000078,1993.4370155704073,2160.200881539242,2169.407846165729,2155.0751104952187,1976.0664512784813,2225.008197376825
540.0,2050.251848743891,2051.770607826583,2143.8490005802196,2235.2552145758714,2279.133774001063,2148.944099558248,2358.450554591665,2386.485803326592,2230.4741577933273,2145.8225872149133
550.0,2420.975845437874,2083.600837418859,2058.1241629355745,2376.333368974101,2238.3967648678495,2237.112622125138,2412.90721178746,2397.8265156298485,2424.191929763059,2099.3169152531077
560.0,2459.6151263237853,2390.5238705350357,2152.331327982233,2293.2941422012605,2257.4671177716764,2322.0889553321476,2235.8332924737747,2189.5819285793923,2290.5033445850963,2109.963065111582
570.0,2252.4062113621703,2547.5974149463973,2123.8209161212208,2586.709397602769,2141.4880780230005,2435.283393471473,2231.120568432043,2361.723548117636,2449.8966550521236,2512.045436341193
580.0,2417.019977582555,2399.4916613929104,2462.56802567822,2267.790470787664,2202.918451668563,2511.474121184513,2163.932382350843,2265.1884044464396,2380.431101829146,2377.4766978145326
590.0,2599.0817690383396,2525.901539417545,2289.946358475314,2568.4200901384165,2668.0139329910553,2449.3003109855727,2546.7732563123636,2459.963386800091,2460.9466031572965,2240.317773158775
