User amount,Iteration 1,Iteration 2,Iteration 3,Iteration 4,Iteration 5,Iteration 6,Iteration 7,Iteration 8,Iteration 9,Iteration 10
10.0,26.355864087755812,24.265658754158416,25.94613831840054,24.77503083710461,26.239845115281355,25.278841718774355,26.618661685667554,24.197267172335742,24.651709061863187,22.37472546352832
20.0,59.62190016491141,58.8602864558612,65.1217608195794,58.82592628345735,58.58669095481803,55.62437406520199,58.7668927847552,59.20199635711899,64.19393053631757,58.196547420940476
30.0,90.93783993346429,97.90174964757946,91.2883910370764,106.24153450664747,94.77723683627622,103.57230200673402,99.45364403470674,100.83740009343688,97.07788924317109,91.15390076697608
40.0,129.66943770786605,127.38006111944493,144.91459470952,132.6109707895635,131.18709148606538,145.75784126934295,132.55306000732176,136.94820382565456,134.2647449343242,130.92303969995538
50.0,191.68468405526548,188.32116008240905,172.8251253871585,193.49720691245795,182.82720337759778,173.55636514766655,164.9988266573008,180.38456389316138,169.9988276650629,168.36209800979395
60.0,219.53153960506248,198.99703051588511,226.2419935106626,228.54364436219538,231.76126367653737,201.9394071148892,214.9252149920553,216.1377992662325,210.25870137124036,213.64600476613612
70.0,271.3061589335977,257.3045130498059,245.83894900539076,267.8099168111813,254.6681062690667,255.51084103771365,264.85807806336976,272.32902753922014,257.54315193793065,260.3776297882189
80.0,325.695178166697,314.10091675736913,315.03178977275803,301.5618054300563,289.8138419655717,325.30662920898783,331.16169873456624,299.6481969893931,284.359630299576,289.6403300995999
90.0,328.8830200311801,341.2852960932911,366.7002486402299,371.3757534944577,334.2465619059557,346.1206631849478,324.1572749030585,362.10111725225846,341.5197554519644,321.5767347649308
100.0,408.8455731967508,407.7439809592995,435.52308877481687,388.013905694525,390.90357989179324,403.74060797863905,385.71436075466494,403.33790574652545,395.6594876411561,373.2351627729119
110.0,465.18732288503145,421.4052044178825,450.9999858621708,443.5889592330957,446.0808280134632,428.6301398791745,445.15132691145436,465.15475623859635,467.1805362935586,427.81078279867893
120.0,473.41667066938226,466.6333490229315,505.55059119912113,514.1399882432045,479.19029198745,457.8311348994951,474.78943664938475,515.114647120826,489.51703614105134,495.39381104055263
130.0,538.7742689964128,573.4868993988055,506.19261607765225,508.4744464883249,539.6767081098218,586.17222384423,521.2533525468712,543.3036736877577,540.8198093206275,526.1594511716172
140.0,612.5795995357624,576.121154116443,562.0344476623961,581.132065387967,650.9290386977889,605.8474738922988,622.802378435227,615.771644451285,588.7143398600593,565.4233490080703
150.0,606.189971911665,607.6610334181335,623.439585238509,648.0849604138264,595.0209549323406,665.1173141282728,671.4459583283327,594.3998581936155,579.2473828015893,669.0818023793122
160.0,674.3849363571582,705.3108394965161,702.5986996891984,696.2510134045704,657.8488566042736,671.0737265154186,679.1973087494721,631.6109058692473,708.9637389997417,708.2889024985996
170.0,760.6552672713897,718.3333496607582,759.9758753177734,686.4226531945203,668.265650696766,808.0405077133229,697.3170019361492,713.8550567733238,676.5876759328402,792.9111483816419
180.0,809.202829110644,830.4069400361674,815.8900496529267,801.609757204184,768.4887433131381,786.7070332010651,749.5928173085905,846.6573115783333,823.7414605911189,827.8736237844739
190.0,787.4883517919548,905.682447335384,787.3965214961843,845.928369972855,813.086465442943,843.884375651073,851.7090116706372,876.1794562657942,889.5851611311149,886.0503753834487
200.0,882.6362622093958,933.6747597804558,923.7821700422677,922.548957522624,853.7462711624421,869.793021421053,903.1829894163574,877.4233999211178,829.2391072707369,939.3496554066596
210.0,859.0138637137976,1017.2992706660332,910.8405782198345,912.4336574289232,1007.632288264801,1021.4272354530843,1027.7096706166453,935.2633529835216,1000.0808364685066,960.1703811950106
220.0,1014.0405640508658,1020.4679899419664,992.9594917205577,1050.6234907113376,959.876333654184,923.7638264578527,1067.1238868900593,1026.06119608459,941.5705722050237,952.5876728746978
230.0,993.442100954009,1043.8471558971858,1044.9111737290928,1050.9309663400002,1060.9407342331715,1036.2064761492757,1045.6314390422563,1125.088787467002,1001.2042938963574,1042.8538856381692
240.0,1006.6482562111819,1149.722115773517,1113.3349296458905,1114.535527877345,1090.9762387487594,1140.178254242546,1016.0125245198335,1019.5829802709557,1043.0023891917697,995.4892220405434
250.0,1218.6633841694481,1161.4783786320993,1159.8357191997914,1172.2110275148732,1173.555664941905,1081.4041305606015,1176.0277467699202,1158.843229821753,1136.8410972692225,1256.4881823435255
260.0,1244.6627471717698,1211.9618634208346,1201.807968884579,1214.1538666133683,1272.3764873968253,1127.3513001580222,1155.9250236135656,1202.0093747263404,1271.5372877798063,1146.7852380291165
270.0,1301.2435120486298,1284.9998748507849,1179.3571737002253,1298.492753612442,1197.97377846108,1312.2080094330954,1245.264179920301,1316.1605074393365,1313.9666278012814,1273.4526595702077
280.0,1221.756273387351,1252.662102946968,1280.0610431172784,1384.4914659895453,1288.276356759684,1335.7934187831734,1287.239755536947,1193.8008366531196,1397.9488995685429,1346.9555536772139
290.0,1438.3867574963506,1290.679112346535,1421.9189134447327,1283.445634459135,1410.1579990141995,1437.2861729196247,1374.3551032444961,1448.5008898346891,1344.8125587680017,1348.1160335367715
300.0,1336.5895081182439,1485.9671804653196,1403.4940500354232,1460.648415812319,1390.6297948578128,1357.810285564638,1438.2159330466684,1473.2520969743987,1354.0029729017729,1474.9700158476708
310.0,1446.0371772210524,1525.343990051212,1516.5288633215996,1413.787220064072,1527.948718149464,1555.387958717457,1555.6044761267406,1441.8037558642927,1460.484831014295,1360.4358370790048
320.0,1588.7541671854287,1476.1133643509593,1530.761596433208,1559.1628232409462,1529.5676912135614,1425.3505351047925,1653.4830640238195,1644.3587392031284,1576.72564937878,1550.74177269124
330.0,1596.3388703125288,1715.6151146050343,1591.2463291348383,1686.5447760690422,1470.4771625391256,1609.6871816381235,1471.7178981671532,1611.3488443624362,1514.2811954847155,1605.2073739081882
340.0,1623.9208603850511,1704.0200203122672,1693.1391677539686,1639.0711474844697,1562.8213966657713,1703.9065482621327,1788.9618465389512,1656.4997065698774,1633.2112545314562,1579.7198338817311
350.0,1778.465706789068,1561.3845402602283,1658.3366734251506,1731.3114233855354,1636.545087981613,1767.5204328768368,1770.057368745187,1518.2464632372746,1652.4188915262828,1674.078634341426
360.0,1738.734406239639,1675.5373612338904,1646.30639932561,1789.3009383066524,1809.8506246968113,1666.990169793467,1816.3920529419124,1686.2934290794337,1729.2833107800022,1831.8728485260938
370.0,1734.1626235998845,1691.7964680805649,1780.9038711044973,1763.145119963017,1950.2330894736363,1784.8099021244138,1906.33159765659,1784.707934005984,1851.5386592603231,1738.7969737188384
380.0,1792.5014627524213,1703.7749620736577,1965.1671579755803,1773.9277300629772,1903.3967431883018,1788.5145152104992,1814.3418594412271,1808.2105301812794,1930.2654151579595,1819.40090615253
390.0,1852.951817095058,1875.3157352735643,1758.4174018837973,1947.4292229572284,1981.4124964756472,1912.926706545472,1795.6791503718064,1834.3545894226272,1881.6750912044756,1774.8157020614128
400.0,1908.3782890448622,1870.6070622349926,1929.034321529594,2067.404941076156,1942.3471750404972,1963.797652869122,2092.639879844008,1965.9117258475549,1845.215088107474,1887.0962098540422
410.0,1963.2643934110647,2109.1802379543724,2143.145180767995,2088.0975894445237,2119.962986472655,1891.2513012571735,1913.9915996316204,1983.1290620560476,1958.0515707111692,1962.8500302568823
420.0,2064.9442233532345,1997.4337600191225,2200.4883308288513,2039.5724784877862,2025.7879814626494,2245.6181295252027,2041.2559801681105,2239.858312089379,2174.888202280564,2082.0597117529414
430.0,1944.41544713842,2309.426259805993,2022.585163237658,2115.293789826099,2024.412781938178,2025.8102721040734,2063.016919681434,2083.535115628803,2032.3567302998438,1933.1881678247828
440.0,2230.350617375427,2137.019353451379,2325.847971747289,2355.533089031692,2218.4751146652516,2153.546466262338,2349.1174967732727,2069.746687685446,2119.942292148676,2044.907515916299
450.0,2391.5829289614203,2039.4800064320557,2108.6930562620882,2159.568098558628,2346.0660702416476,2284.332234955657,2434.5807034775676,2286.9771562706856,2140.2800440605197,2202.784811150214
